interval,count,min,max,moyenne2000000
0:7,92634454.000000,0.000000,6.000000,3.035629
8:10,13731443.000000,7.000000,9.000000,7.534579
11:15,609567.000000,10.000000,14.000000,10.273830
16:20,362.000000,15.000000,17.000000,15.198895
21:25,0.000000,0.000000,0.000000,0.000000
26:30,0.000000,0.000000,0.000000,0.000000
31:35,0.000000,0.000000,0.000000,0.000000
36:40,0.000000,0.000000,0.000000,0.000000
41:45,0.000000,0.000000,0.000000,0.000000
46:50,0.000000,0.000000,0.000000,0.000000
